id,country,region,year,title,budget,expense,sdg,solution,donors
00051255,Comoros,AIS,2017,Développement des capacités de gestion de l’environnemen,0,-904,Life on Land,"Strengthen effective, inclusive and accountable governance",Global Environment Fund Truste;Peacebuilding Fund;UNITED NATIONS DEVELOPMENT PRO
00056763,Comoros,AIS,2017,Programme conjoint VIH/SIDA 2009-2012,0,-1584,,Others,UNITED NATIONS DEVELOPMENT PRO
00056935,Comoros,AIS,2017,Projet Conjoint Genre,0,-3221,"Peace, justice, and strong institutions",Keeping people out of poverty,United Nations Development Fund for Women;UNITED NATIONS DEVELOPMENT PRO
00059370,Comoros,AIS,2017,Appui à la décentralisation en Union des Comores,0,-86,"Peace, justice, and strong institutions",Others,UNITED NATIONS DEVELOPMENT PRO
00066735,Comoros,AIS,2017,Appui aux sinistrés des innondations d'avril 2012,0,-1297,Climate action,Enhance national prevention and recovery capacities for resilient societies,"AUSTRALIAN AGENCY FOR INTERNATIOANL DEVELOPMENT;Australian Agency for International Development (AusAID);ORANTA INSURANCE COMPANY;UNITED NATIONS DEVELOPMENT PRO;UNOCHA/Central Emergency Response Fund, CERF"
00103394,Comoros,AIS,2018,Renforcement de la résilience des Comores aux risques,2915634,1674015,Climate action,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00081028,Comoros,AIS,2018,Développement d’un réseau national d’aires protégées ter,1559145,1501823,No poverty;Life below water;Life on Land,Promote nature-based solutions for a sustainable planet,Expanded DaO Funding Window;Global Environment Fund Truste;PRIVATE SECTOR;UNITED NATIONS DEVELOPMENT PRO
00076908,Comoros,AIS,2018,PIMS 4926 Enhancing adaptive capacity for increased reli,892929,964769,Climate action;Zero hunger,Enhance national prevention and recovery capacities for resilient societies,Expanded DaO Funding Window;Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00103777,Comoros,AIS,2018,Renforcement des capacités agricoles aux comores,809800,768517,No poverty;Zero hunger,Keeping people out of poverty,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00095366,Comoros,AIS,2018,Gestion Decentralisée et Multisectorielle Environement,388109,251296,"Peace, justice, and strong institutions","Strengthen effective, inclusive and accountable governance",Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00103187,Comoros,AIS,2018,Projet appui à la planificat et la coordination,340992,312911,"Peace, justice, and strong institutions;Partnerships for the goals",Keeping people out of poverty,Peacebuilding Fund;UNITED NATIONS DEVELOPMENT PRO
00082208,Comoros,AIS,2018,Valorisation et Développement Durable du Potentiel Écotouristique Comorien,304997,338343,No poverty,Keeping people out of poverty,Enhanced Integrated Framework for Trade  related  Technical Assistance  to LDC's Trust Fund manager;UNITED NATIONS DEVELOPMENT PRO
00095583,Comoros,AIS,2018,Preparatory assistance for the formulation of a resilien,193195,103365,Climate action;Clean water and sanitation,Enhance national prevention and recovery capacities for resilient societies,UNITED NATIONS DEVELOPMENT PRO
00102495,Comoros,AIS,2018,Assistance Preparatoire Gouvernance,175000,106875,"Life on Land;Peace, justice, and strong institutions","Strengthen effective, inclusive and accountable governance",UNITED NATIONS DEVELOPMENT PRO
00102144,Comoros,AIS,2018,COM-Direct Project Cost (DPC),154488,48549,Affordable and clean energy,Close the energy gap,UNITED NATIONS DEVELOPMENT PRO
00072064,Comoros,AIS,2018,Stratégie de renforcement du systeme SPS aux Comores,151399,56713,No poverty,Keeping people out of poverty,UNITED NATIONS DEVELOPMENT PRO;World Trade Organization
00111651,Comoros,AIS,2018,Gouvernance Démocratique et Consolidation de la Paix,141000,67123,"Peace, justice, and strong institutions","Strengthen effective, inclusive and accountable governance",UNDP Funding Windows;UNITED NATIONS DEVELOPMENT PRO
00106929,Comoros,AIS,2018,PIMS 5484 : Sustainable development of Comoros Islands,130323,42475,Affordable and clean energy,Close the energy gap,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00086586,Comoros,AIS,2018,Renforcement des capacités du Programme de Microfinancem,90909,93954,No poverty;Climate action,Keeping people out of poverty;Enhance national prevention and recovery capacities for resilient societies,UN DEPARTMENT OF INTERNATIONAL ECONOMIC AND SOCIAL AFFAIRS;UNITED NATIONS DEVELOPMENT PRO
00056759,Comoros,AIS,2018,Développement des capacités de gestion des risques de ca,63000,37803,Sustainable cities and communities;Climate action,Enhance national prevention and recovery capacities for resilient societies,European Civil Protection & Humanitarian Aid Operations;Global Environment Fund Truste;MDTFO/JP_Comros_One_UN_Fund;UNITED NATIONS DEVELOPMENT PRO;WORLD BANK (INT'L. BANK FOR RECONSTRUCTION & DEVELOPMENT)
00071530,Comoros,AIS,2018,Projet pour les Service Communs en  Union des comores,56689,127141,,Others,FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS;UNITED NATIONS CHILDREN'S FUND;United Nations Development Coordination Office;UNITED NATIONS DEVELOPMENT PRO;United Nations Fund for Population Activities;WORLD FOOD PROGRAMME
00051107,Comoros,AIS,2018,UNDP Comoros Security measures,55150,51027,,Others,UNITED NATIONS DEVELOPMENT PRO
00096817,Comoros,AIS,2018,PIMS 5484 - Promoting the Geothermal Energy Resources,51260,63210,Climate action;Affordable and clean energy,Close the energy gap,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00107779,Comoros,AIS,2018,Assistance Préparatoire Projet Conjoint pour la promotio,42019,41660,No poverty;Gender equality,Keeping people out of poverty,UNITED NATIONS DEVELOPMENT FUND FOR WOMEN (UN WOMEN);UNITED NATIONS DEVELOPMENT PRO
00093191,Comoros,AIS,2018,Renforcement de la participation des femmes et de leur,30004,30278,"No poverty;Peace, justice, and strong institutions",Keeping people out of poverty,Peacebuilding Fund;UNITED NATIONS DEVELOPMENT PRO
00104771,Comoros,AIS,2018,Formation en tourisme et hôtellerie,1000,980,No poverty,Keeping people out of poverty,SYR-SILATECH;UNITED NATIONS DEVELOPMENT PRO
00059630,Comoros,AIS,2018,"PN de Désarmement, Démobilisation et Réintegration",882,-132,Sustainable cities and communities;Climate action,Keeping people out of poverty,MDTFO/JP_Comros_One_UN_Fund;Peacebuilding Fund;UNITED NATIONS DEVELOPMENT PRO
00060498,Comoros,AIS,2018,PIMS 4188 : Comoros Adapting Water Resource Management,158,1277,Climate action;Affordable and clean energy,Enhance national prevention and recovery capacities for resilient societies;Close the energy gap,"CORPORACION PROGRAMA DESARROLLO PARA LA PAZ DE ANTIOQUIA;FLANDERS INTERNATIONAL COOPERATION AGNECY, FLEMISH GOVERNMENT;Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO"
00092853,Comoros,AIS,2018,Appui à la statistique,10,0,Life on Land,Keeping people out of poverty,GOVERNMENT OF TURKEY;UNITED NATIONS DEVELOPMENT PRO
00059622,Comoros,AIS,2018,Projet agriculture Mohéli,4,5146,No poverty,Keeping people out of poverty,MDTFO/JP_Comros_One_UN_Fund;Peacebuilding Fund;UNITED NATIONS DEVELOPMENT PRO
00034225,Comoros,AIS,2018,Dev. des capacités OCBs et Prom. du Volontariat OMD,2,4419,No poverty,Promote nature-based solutions for a sustainable planet,Australian Agency for International Development (AusAID);MDTFO/JP_Comros_One_UN_Fund;MDTFO/JP_Lesotho_one_UN_Fund;UNITED NATIONS DEVELOPMENT PRO
00056935,Comoros,AIS,2018,Projet Conjoint Genre,2,-3589,"Peace, justice, and strong institutions",Keeping people out of poverty,United Nations Development Fund for Women;UNITED NATIONS DEVELOPMENT PRO
00057995,Comoros,AIS,2018,Renforcement capacités nationales Consolidation paix,2,-288,"Peace, justice, and strong institutions;Gender equality","Strengthen effective, inclusive and accountable governance",MDTFO/JP_Comros_One_UN_Fund;Peacebuilding Fund;UNDP AS ADMINISTRATIVE AGENT FOR A JOINT PROGRAMME PASS THROUGH ARRANGEMENT;UNITED NATIONS CHILDREN'S FUND;UNITED NATIONS DEVELOPMENT PRO
00058937,Comoros,AIS,2018,Restructuration et renforcemt cap police nationale,1,-280,Gender equality,Others,Conservation des Especes et des populations Animales (CEPA);Peacebuilding Fund
00058942,Comoros,AIS,2018,Réforme du secteur de la sécurité en Union des Comores,1,-661,"Peace, justice, and strong institutions",Others,Peacebuilding Fund;SLUNJ TOWN;UNITED NATIONS DEVELOPMENT PRO
00059373,Comoros,AIS,2018,Cohésion sociale,1,-68,"Peace, justice, and strong institutions;Gender equality","Strengthen effective, inclusive and accountable governance",Peacebuilding Fund;UNITED NATIONS DEVELOPMENT PRO
00059488,Comoros,AIS,2018,Programme d'appui à la finance inclusive aux Comores,1,-2846,No poverty,Keeping people out of poverty,MDTFO/JP_Comros_One_UN_Fund;UNITED NATIONS DEVELOPMENT PRO
00061239,Comoros,AIS,2018,ASSISTANCE MISE EN ŒUVRE DU CADRE INTEGRE RENFORCE,1,-2456,No poverty,Keeping people out of poverty,Adam Smith International;Enhanced Integrated Framework for Trade  related  Technical Assistance  to LDC's Trust Fund manager;GOVERNMENT OF GRENADA;UNITED NATIONS DEVELOPMENT PRO
00066735,Comoros,AIS,2018,Appui aux sinistrés des innondations d'avril 2012,1,1045,Climate action,Enhance national prevention and recovery capacities for resilient societies,"AUSTRALIAN AGENCY FOR INTERNATIOANL DEVELOPMENT;Australian Agency for International Development (AusAID);ORANTA INSURANCE COMPANY;UNITED NATIONS DEVELOPMENT PRO;UNOCHA/Central Emergency Response Fund, CERF"
00073929,Comoros,AIS,2018,Réforme Sécuritaire en Union des Comores,1,-204,"Peace, justice, and strong institutions","Strengthen effective, inclusive and accountable governance",GOVERNMENT OF COMOROS;MDTFO/JP_Expanded_Fund_Window;Peacebuilding Fund;UNITED NATIONS DEVELOPMENT PRO
00075548,Comoros,AIS,2018,Renf Cap Nationale en Matiere de Consolidation paix,1,-32,"Peace, justice, and strong institutions","Strengthen effective, inclusive and accountable governance",Peacebuilding Fund;UNITED NATIONS DEVELOPMENT PRO
00051255,Comoros,AIS,2018,Développement des capacités de gestion de l’environnemen,0,-802,Life on Land,"Strengthen effective, inclusive and accountable governance",Global Environment Fund Truste;Peacebuilding Fund;UNITED NATIONS DEVELOPMENT PRO
00056763,Comoros,AIS,2018,Programme conjoint VIH/SIDA 2009-2012,0,-1385,,Others,UNITED NATIONS DEVELOPMENT PRO
00059370,Comoros,AIS,2018,Appui à la décentralisation en Union des Comores,0,-76,"Peace, justice, and strong institutions",Others,UNITED NATIONS DEVELOPMENT PRO
00060577,Comoros,AIS,2018,Elections Harmonisées Président Union & Gouverneurs 2010,0,-1574,"Peace, justice, and strong institutions","Others;Strengthen effective, inclusive and accountable governance",EUROPEAN ECONOMIC COMMUNITY;GOVERNMENT OF COMOROS;GOVERNMENT OF QATAR;LEAGUE OF ARAB STATES;MDTFO/JP_Comros_One_UN_Fund;Peacebuilding Fund;UNITED NATIONS DEVELOPMENT PRO
00062620,Comoros,AIS,2018,Mise en place outils plan. strategique,0,56,No poverty;Partnerships for the goals,Keeping people out of poverty,MDTFO/JP_Comros_One_UN_Fund;UNITED NATIONS DEVELOPMENT PRO
00094552,Comoros,AIS,2018,Strengthening Comoros resilience against climate change and variability related disaster.,0,51,Gender equality,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste
00103394,Comoros,AIS,2019,Renforcement de la résilience des Comores aux risques,3633936,3765447,Climate action,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00106929,Comoros,AIS,2019,PIMS 5484 : Sustainable development of Comoros Islands,1385135,1365938,Affordable and clean energy,Close the energy gap,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00102496,Comoros,AIS,2019,Ensuring climate resilient water Comoros -PIMS-5740-GCF,932247,136665,Climate action;Clean water and sanitation,Enhance national prevention and recovery capacities for resilient societies,GREEN CLIMATE FUND;UNITED NATIONS DEVELOPMENT PRO
00081028,Comoros,AIS,2019,Développement d’un réseau national d’aires protégées ter,902662,843096,No poverty;Life below water;Life on Land,Promote nature-based solutions for a sustainable planet,Expanded DaO Funding Window;Global Environment Fund Truste;PRIVATE SECTOR;UNITED NATIONS DEVELOPMENT PRO
00076908,Comoros,AIS,2019,PIMS 4926 Enhancing adaptive capacity for increased reli,888793,762346,Climate action;Zero hunger,Enhance national prevention and recovery capacities for resilient societies,Expanded DaO Funding Window;Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00103187,Comoros,AIS,2019,Projet appui à la planificat et la coordination,788627,596764,"Peace, justice, and strong institutions;Partnerships for the goals",Keeping people out of poverty,Peacebuilding Fund;UNITED NATIONS DEVELOPMENT PRO
00119508,Comoros,AIS,2019,Appui à la réponse et au relevement des dégats de Kennet,712470,689885,No poverty;Sustainable cities and communities;Climate action,Enhance national prevention and recovery capacities for resilient societies,"UNITED NATIONS DEVELOPMENT PRO;UNOCHA/Central Emergency Response Fund, CERF"
00103777,Comoros,AIS,2019,Renforcement des capacités agricoles aux comores,671662,405739,No poverty;Zero hunger,Keeping people out of poverty,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00102144,Comoros,AIS,2019,COM-Direct Project Cost (DPC),519447,517266,Affordable and clean energy,Close the energy gap,UNITED NATIONS DEVELOPMENT PRO
00111651,Comoros,AIS,2019,Gouvernance Démocratique et Consolidation de la Paix,392315,302293,"Peace, justice, and strong institutions","Strengthen effective, inclusive and accountable governance",UNDP Funding Windows;UNITED NATIONS DEVELOPMENT PRO
00095366,Comoros,AIS,2019,Gestion Decentralisée et Multisectorielle Environement,316762,302333,"Peace, justice, and strong institutions","Strengthen effective, inclusive and accountable governance",Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00086586,Comoros,AIS,2019,Renforcement des capacités du Programme de Microfinancem,100000,106133,No poverty;Climate action,Keeping people out of poverty;Enhance national prevention and recovery capacities for resilient societies,UN DEPARTMENT OF INTERNATIONAL ECONOMIC AND SOCIAL AFFAIRS;UNITED NATIONS DEVELOPMENT PRO
00095583,Comoros,AIS,2019,Preparatory assistance for the formulation of a resilien,98675,99596,Climate action;Clean water and sanitation,Enhance national prevention and recovery capacities for resilient societies,UNITED NATIONS DEVELOPMENT PRO
00072064,Comoros,AIS,2019,Stratégie de renforcement du systeme SPS aux Comores,80656,79901,No poverty,Keeping people out of poverty,UNITED NATIONS DEVELOPMENT PRO;World Trade Organization
00071530,Comoros,AIS,2019,Projet pour les Service Communs en  Union des comores,43762,43586,,Others,FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS;UNITED NATIONS CHILDREN'S FUND;United Nations Development Coordination Office;UNITED NATIONS DEVELOPMENT PRO;United Nations Fund for Population Activities;WORLD FOOD PROGRAMME
00082208,Comoros,AIS,2019,Valorisation et Développement Durable du Potentiel Écotouristique Comorien,40002,24156,No poverty,Keeping people out of poverty,Enhanced Integrated Framework for Trade  related  Technical Assistance  to LDC's Trust Fund manager;UNITED NATIONS DEVELOPMENT PRO
00051107,Comoros,AIS,2019,UNDP Comoros Security measures,36020,41034,,Others,UNITED NATIONS DEVELOPMENT PRO
00107779,Comoros,AIS,2019,Assistance Préparatoire Projet Conjoint pour la promotio,5000,0,No poverty;Gender equality,Keeping people out of poverty,UNITED NATIONS DEVELOPMENT FUND FOR WOMEN (UN WOMEN);UNITED NATIONS DEVELOPMENT PRO
00092853,Comoros,AIS,2019,Appui à la statistique,10,0,Life on Land,Keeping people out of poverty,GOVERNMENT OF TURKEY;UNITED NATIONS DEVELOPMENT PRO
00058937,Comoros,AIS,2019,Restructuration et renforcemt cap police nationale,0,279,Gender equality,Others,Conservation des Especes et des populations Animales (CEPA);Peacebuilding Fund
00058942,Comoros,AIS,2019,Réforme du secteur de la sécurité en Union des Comores,0,658,"Peace, justice, and strong institutions",Others,Peacebuilding Fund;SLUNJ TOWN;UNITED NATIONS DEVELOPMENT PRO
00102496,Comoros,AIS,2020,Ensuring climate resilient water Comoros -PIMS-5740-GCF,6256107,5469324,Climate action;Clean water and sanitation,Enhance national prevention and recovery capacities for resilient societies,GREEN CLIMATE FUND;UNITED NATIONS DEVELOPMENT PRO
00103394,Comoros,AIS,2020,Renforcement de la résilience des Comores aux risques,2071500,2113525,Climate action,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00126877,Comoros,AIS,2020,Supporting the National Response to COViD-19,1375827,1211765,,Others,"Department of Foreign Affairs, Trade and Development;Global Environment Fund Truste;INSTITUTE FOR GLOBAL ENVIRONMENTAL STRATEGIES;MPTFO-UN COVID-19 Response & Recovery Fund;PRIVATE SECTOR;UNITED NATIONS DEVELOPMENT PRO"
00106929,Comoros,AIS,2020,PIMS 5484 : Sustainable development of Comoros Islands,1312610,1146350,Affordable and clean energy,Close the energy gap,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00076908,Comoros,AIS,2020,PIMS 4926 Enhancing adaptive capacity for increased reli,890920,525535,Climate action;Zero hunger,Enhance national prevention and recovery capacities for resilient societies,Expanded DaO Funding Window;Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00086586,Comoros,AIS,2020,Renforcement des capacités du Programme de Microfinancem,831159,748766,No poverty;Climate action,Keeping people out of poverty;Enhance national prevention and recovery capacities for resilient societies,UN DEPARTMENT OF INTERNATIONAL ECONOMIC AND SOCIAL AFFAIRS;UNITED NATIONS DEVELOPMENT PRO
00110013,Comoros,AIS,2020,Appui à l’autonomisation des femmes Comoriennes,700000,238331,No poverty,Keeping people out of poverty,GOVERNMENT OF COMOROS
00132970,Comoros,AIS,2020,Promotion of Green Economy and Recovery from the impact,550882,543575,Climate action,Enhance national prevention and recovery capacities for resilient societies,UNITED NATIONS DEVELOPMENT PRO
00095366,Comoros,AIS,2020,Gestion Decentralisée et Multisectorielle Environement,549355,319610,"Peace, justice, and strong institutions","Strengthen effective, inclusive and accountable governance",Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00081028,Comoros,AIS,2020,Développement d’un réseau national d’aires protégées ter,460384,427791,No poverty;Life below water;Life on Land,Promote nature-based solutions for a sustainable planet,Expanded DaO Funding Window;Global Environment Fund Truste;PRIVATE SECTOR;UNITED NATIONS DEVELOPMENT PRO
00103187,Comoros,AIS,2020,Projet appui à la planificat et la coordination,324101,219581,"Peace, justice, and strong institutions;Partnerships for the goals",Keeping people out of poverty,Peacebuilding Fund;UNITED NATIONS DEVELOPMENT PRO
00129288,Comoros,AIS,2020,Renforcement du cadre de financement des ODD,257000,217096,"Peace, justice, and strong institutions;Partnerships for the goals",Keeping people out of poverty,MPTFO - Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda)
00102144,Comoros,AIS,2020,COM-Direct Project Cost (DPC),198222,-143283,Affordable and clean energy,Close the energy gap,UNITED NATIONS DEVELOPMENT PRO
00123692,Comoros,AIS,2020,PIMS 6257: Protection biodiversité RNAP,130000,112480,Life below water;Life on Land,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00119508,Comoros,AIS,2020,Appui à la réponse et au relevement des dégats de Kennet,101187,114222,No poverty;Sustainable cities and communities;Climate action,Enhance national prevention and recovery capacities for resilient societies,"UNITED NATIONS DEVELOPMENT PRO;UNOCHA/Central Emergency Response Fund, CERF"
00051107,Comoros,AIS,2020,UNDP Comoros Security measures,75526,54552,,Others,UNITED NATIONS DEVELOPMENT PRO
00111651,Comoros,AIS,2020,Gouvernance Démocratique et Consolidation de la Paix,30624,131182,"Peace, justice, and strong institutions","Strengthen effective, inclusive and accountable governance",UNDP Funding Windows;UNITED NATIONS DEVELOPMENT PRO
00103777,Comoros,AIS,2020,Renforcement des capacités agricoles aux comores,29614,239495,No poverty;Zero hunger,Keeping people out of poverty,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00071530,Comoros,AIS,2020,Projet pour les Service Communs en  Union des comores,6365,10313,,Others,FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS;UNITED NATIONS CHILDREN'S FUND;United Nations Development Coordination Office;UNITED NATIONS DEVELOPMENT PRO;United Nations Fund for Population Activities;WORLD FOOD PROGRAMME
00082208,Comoros,AIS,2020,Valorisation et Développement Durable du Potentiel Écotouristique Comorien,0,5830,No poverty,Keeping people out of poverty,Enhanced Integrated Framework for Trade  related  Technical Assistance  to LDC's Trust Fund manager;UNITED NATIONS DEVELOPMENT PRO
00095583,Comoros,AIS,2020,Preparatory assistance for the formulation of a resilien,0,13199,Climate action;Clean water and sanitation,Enhance national prevention and recovery capacities for resilient societies,UNITED NATIONS DEVELOPMENT PRO
00102496,Comoros,AIS,2021,Ensuring climate resilient water Comoros -PIMS-5740-GCF,7582455,627559,Climate action;Clean water and sanitation,Enhance national prevention and recovery capacities for resilient societies,GREEN CLIMATE FUND;UNITED NATIONS DEVELOPMENT PRO
00106929,Comoros,AIS,2021,PIMS 5484 : Sustainable development of Comoros Islands,1377736,-11832,Affordable and clean energy,Close the energy gap,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00103394,Comoros,AIS,2021,Renforcement de la résilience des Comores aux risques,859383,148331,Climate action,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00132970,Comoros,AIS,2021,Promotion of Green Economy and Recovery from the impact,603215,338174,Climate action,Enhance national prevention and recovery capacities for resilient societies,UNITED NATIONS DEVELOPMENT PRO
00095366,Comoros,AIS,2021,Gestion Decentralisée et Multisectorielle Environement,467297,6271,"Peace, justice, and strong institutions","Strengthen effective, inclusive and accountable governance",Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00081028,Comoros,AIS,2021,Développement d’un réseau national d’aires protégées ter,326397,226185,No poverty;Life below water;Life on Land,Promote nature-based solutions for a sustainable planet,Expanded DaO Funding Window;Global Environment Fund Truste;PRIVATE SECTOR;UNITED NATIONS DEVELOPMENT PRO
00076908,Comoros,AIS,2021,PIMS 4926 Enhancing adaptive capacity for increased reli,210000,65761,Climate action;Zero hunger,Enhance national prevention and recovery capacities for resilient societies,Expanded DaO Funding Window;Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00103187,Comoros,AIS,2021,Projet appui à la planificat et la coordination,202000,0,"Peace, justice, and strong institutions;Partnerships for the goals",Keeping people out of poverty,Peacebuilding Fund;UNITED NATIONS DEVELOPMENT PRO
00102144,Comoros,AIS,2021,COM-Direct Project Cost (DPC),200000,13949,Affordable and clean energy,Close the energy gap,UNITED NATIONS DEVELOPMENT PRO
00110013,Comoros,AIS,2021,Appui à l’autonomisation des femmes Comoriennes,159115,17101,No poverty,Keeping people out of poverty,GOVERNMENT OF COMOROS
00126877,Comoros,AIS,2021,Supporting the National Response to COViD-19,152833,95980,,Others,"Department of Foreign Affairs, Trade and Development;Global Environment Fund Truste;INSTITUTE FOR GLOBAL ENVIRONMENTAL STRATEGIES;MPTFO-UN COVID-19 Response & Recovery Fund;PRIVATE SECTOR;UNITED NATIONS DEVELOPMENT PRO"
00071530,Comoros,AIS,2021,Projet pour les Service Communs en  Union des comores,100000,0,,Others,FOOD AND AGRICULTURE ORGANIZATION OF THE UNITED NATIONS;UNITED NATIONS CHILDREN'S FUND;United Nations Development Coordination Office;UNITED NATIONS DEVELOPMENT PRO;United Nations Fund for Population Activities;WORLD FOOD PROGRAMME
00086586,Comoros,AIS,2021,Renforcement des capacités du Programme de Microfinancem,45000,2870,No poverty;Climate action,Keeping people out of poverty;Enhance national prevention and recovery capacities for resilient societies,UN DEPARTMENT OF INTERNATIONAL ECONOMIC AND SOCIAL AFFAIRS;UNITED NATIONS DEVELOPMENT PRO
00051107,Comoros,AIS,2021,UNDP Comoros Security measures,22627,15952,,Others,UNITED NATIONS DEVELOPMENT PRO
00129288,Comoros,AIS,2021,Renforcement du cadre de financement des ODD,5000,10930,"Peace, justice, and strong institutions;Partnerships for the goals",Keeping people out of poverty,MPTFO - Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda)
00103777,Comoros,AIS,2021,Renforcement des capacités agricoles aux comores,0,614,No poverty;Zero hunger,Keeping people out of poverty,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00123692,Comoros,AIS,2021,PIMS 6257: Protection biodiversité RNAP,0,9287,Life below water;Life on Land,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00043627,Cook Islands,Pacific,2012,Cook Islands Sustainable Land Management,189552,173606,,Others,Global Environment Fund Truste
00056980,Cook Islands,Pacific,2012,Cook Islands Community Centred Sustainable Development,71000,43079,,Others,UNITED NATIONS DEVELOPMENT PRO
00062173,Cook Islands,Pacific,2012,Strengthening the Resilience of our Islands and our Communities,52307,47500,Climate action,Enhance national prevention and recovery capacities for resilient societies,Adaptation Fund  (AF)
00059735,Cook Islands,Pacific,2012,Cook Islands Early Recovery Programme,2000,0,,Others,UNITED NATIONS DEVELOPMENT PRO
00047647,Cook Islands,Pacific,2012,Cook Islands Persistant Organic Pollutants,851,3136,,Others,Global Environment Fund Truste
00062173,Cook Islands,Pacific,2013,Strengthening the Resilience of our Islands and our Communities,394286,388965,Climate action,Enhance national prevention and recovery capacities for resilient societies,Adaptation Fund  (AF)
00056980,Cook Islands,Pacific,2013,Cook Islands Community Centred Sustainable Development,25720,19463,,Others,UNITED NATIONS DEVELOPMENT PRO
00043627,Cook Islands,Pacific,2013,Cook Islands Sustainable Land Management,25000,16934,,Others,Global Environment Fund Truste
00074208,Cook Islands,Pacific,2013,Ridge to Reef (R2R)Approach in Cook Islands_PPG,8588,4350,Life on Land,Others,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00047647,Cook Islands,Pacific,2013,Cook Islands Persistant Organic Pollutants,0,-2697,,Others,Global Environment Fund Truste
00062173,Cook Islands,Pacific,2014,Strengthening the Resilience of our Islands and our Communities,1226102,1016792,Climate action,Enhance national prevention and recovery capacities for resilient societies,Adaptation Fund  (AF)
00074208,Cook Islands,Pacific,2014,Ridge to Reef (R2R)Approach in Cook Islands_PPG,108066,87371,Life on Land,Others,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00079245,Cook Islands,Pacific,2014,Nagoya Protocol on Access to Genetic Resources - CKI PPG,23241,9241,,Others,Global Environment Fund Truste
00062173,Cook Islands,Pacific,2015,Strengthening the Resilience of our Islands and our Communities,611103,587586,Climate action,Enhance national prevention and recovery capacities for resilient societies,Adaptation Fund  (AF)
00084399,Cook Islands,Pacific,2015,Ridge to Reef Approach in Cook Islands_Full Size,90666,39176,Life below water;Life on Land,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00074208,Cook Islands,Pacific,2015,Ridge to Reef (R2R)Approach in Cook Islands_PPG,58279,52216,Life on Land,Others,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00079046,Cook Islands,Pacific,2015,Access to Benefit-Sharing (ABS) Nagoya Protocol in Cook Islands,28918,15917,Life on Land,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste
00079245,Cook Islands,Pacific,2015,Nagoya Protocol on Access to Genetic Resources - CKI PPG,19526,19526,,Others,Global Environment Fund Truste
00078843,Cook Islands,Pacific,2015,National Biodiversity Strategy in Cook Islands,4493,4493,Life on Land,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste
00062173,Cook Islands,Pacific,2016,Strengthening the Resilience of our Islands and our Communities,1661779,1644812,Climate action,Enhance national prevention and recovery capacities for resilient societies,Adaptation Fund  (AF)
00084399,Cook Islands,Pacific,2016,Ridge to Reef Approach in Cook Islands_Full Size,1131672,322679,Life below water;Life on Land,Promote nature-based solutions for a sustainable planet,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
